Brand,Tweet,Sentiment Score,Sentiment,Likes,Retweets,Time,Hashtags,Mentions,Username,Profile Image,Media,Device,Location,Date
Samsung,Samsung,0.0,Neutral,,,2025-04-09 11:05:10+00:00,,,Wirataniki,Not Available,https://pbs.twimg.com/profile_images/1890815786446651392/1TxUgfX1_bigger.jpg,Unknown,"Dallas, TX",2025-04-09
Samsung,Boleh kaa aku rencana mau beli,0.0,Neutral,,,2025-04-09 11:05:10+00:00,,,MASWONFEEL,Not Available,https://pbs.twimg.com/profile_images/1591734193574137856/xX8CnlUN_bigger.jpg,Unknown,Shopping & Retail,2025-04-09
Samsung,"Samsung  
will see you soon",0.0,Neutral,1,,2025-04-09 11:05:07+00:00,,,anti_casanova,Not Available,https://pbs.twimg.com/profile_images/1908845496153616384/1o1JvmKi_bigger.jpg,Unknown,Unknown,2025-04-09
Samsung,iPhone ve Samsung'a zam kapıda: Maliyeti yüzde 43 artacak  https://yooksa.com/2025/04/09/iphone-ve-samsunga-zam-kapida-maliyeti-yuzde-43-artacak/…  #yooksa #sondakika,0.0,Neutral,,,2025-04-09 11:05:02+00:00,"#yooksa, #sondakika",,yooksacom,Not Available,https://pbs.twimg.com/profile_images/1863173687085522944/kGVC9EH9_bigger.jpg,Unknown,Media & News,2025-04-09
Samsung,Jangan samsung bun. Nnt garet-garet,0.0,Neutral,,,2025-04-09 11:04:57+00:00,,,nidnudd_,Not Available,https://pbs.twimg.com/profile_images/1908921901902372864/TLK-Uve6_bigger.jpg,Unknown,Unknown,2025-04-09
Samsung,अभी भी है । Only तुम जैसे चमचों के प्रधान मंत्री है।,0.0,Neutral,,,2025-04-09 11:04:54+00:00,,,F54Samsung81043,Not Available,https://pbs.twimg.com/profile_images/1772260377956409344/JNPiyHiD_bigger.png,Unknown,अखंड भारत,2025-04-09
Samsung,"1. Pelo link que vou deixar aqui, você já começa com R$5 na conta, e além do desconto, você ainda ganha 15% de cashback ao adquirir o S25 no site da Samsung! Ou seja, você compra e ainda recebe de volta.",-0.3595,Negative,1,,2025-04-09 11:04:53+00:00,,,lobaopromo,Not Available,https://pbs.twimg.com/profile_images/1862829343057104896/5umJu3R1_bigger.jpg,Unknown,Merchandising Service,2025-04-09
Samsung,Samsung,0.0,Neutral,,,2025-04-09 11:04:50+00:00,,,KosyAmalu,Not Available,https://pbs.twimg.com/profile_images/1874025804331413504/y6mfgQ4D_bigger.jpg,Unknown,Medical & Health,2025-04-09
Samsung,Ok lepas ni pakai samsung,0.296,Positive,,,2025-04-09 11:04:49+00:00,,,atiqahtalib,Not Available,https://pbs.twimg.com/profile_images/1073137814135439360/DYAOPjjg_bigger.jpg,Unknown,Shah Alam,2025-04-09
Samsung,NTM93P,0.0,Neutral,,,2025-04-09 11:04:47+00:00,,,KnightofSamsung,Not Available,https://pbs.twimg.com/profile_images/1819806562048745472/72YBFlDW_bigger.jpg,Unknown,Science & Technology,2025-04-09
Samsung,Saran aja kalau mau beli samsung usahain jgn yang pake chipset exynos,0.0,Neutral,,,2025-04-09 11:04:47+00:00,,,mamezawaa,Not Available,https://pbs.twimg.com/profile_images/1902640654980952064/o79Tahfb_bigger.jpg,Unknown,Jigoku,2025-04-09
Samsung,"@michaelkowaiser
 @rnisnnye
 I finally posted SOMETHING (i have alot of wips)",0.0,Neutral,,,2025-04-09 11:04:47+00:00,,"@michaelkowaiser, @rnisnnye",NormalSamsung,Not Available,https://pbs.twimg.com/profile_images/1902249300752584704/pYTDN8XG_bigger.jpg,Unknown,ur mama,2025-04-09
Samsung,Your fitness deserves a tech upgrade. Explore how Samsung Wearables turn effort into results. #HealthWatch,0.2732,Positive,,,2025-04-09 11:04:45+00:00,#HealthWatch,,danish____x,https://pbs.twimg.com/media/GoFZPgOXcAAH4Xd?format=jpg&name=small,https://pbs.twimg.com/profile_images/1778990299500711936/oNz9iHB-_bigger.jpg,Unknown,Delhi,2025-04-09
Samsung,어 우리라도가 점수 주면 너네들이 점수 더 내,0.0,Neutral,,,2025-04-09 11:04:43+00:00,,,LuvuSamsung,Not Available,https://pbs.twimg.com/profile_images/1839556285907587072/k81-iSPH_bigger.jpg,Unknown,대한민국,2025-04-09
Samsung,"Samsung удалила несколько смартфонов из списка поддерживаемых

http://rozetked.me/news/38643",0.0,Neutral,,,2025-04-09 11:04:42+00:00,,,rozetked,https://pbs.twimg.com/media/GoFrDWxWwAAO7QY?format=jpg&name=small,https://pbs.twimg.com/profile_images/1803175474677366784/RMu1pvnL_bigger.jpg,Unknown,Media & News Company,2025-04-09
Samsung,"Samsung Ads y 
@magnite
 amplían su colaboración para mejorar el addressability en televisión en streaming 

El objetivo es optimizar el addressability de audiencias en TV streaming, utilizando Magnite Access para gestionar datos de comportamiento.",0.0,Neutral,,,2025-04-09 11:04:42+00:00,,@magnite,programaticaly,Not Available,https://pbs.twimg.com/profile_images/1900568080129859584/s5E-MzBQ_bigger.png,Unknown,Media & News Company,2025-04-09
Samsung,Samsung s10e sharp pass am.,0.0,Neutral,,,2025-04-09 11:04:41+00:00,,,COlisemeka,Not Available,https://pbs.twimg.com/profile_images/1840497410843226112/bF2OTvI7_bigger.jpg,Unknown,Advertising & Marketing Agency,2025-04-09
Samsung,Health is evolving. Are you keeping up? Samsung Wearables help you stay ahead of the curve. #HealthWatch,0.4019,Positive,,,2025-04-09 11:04:39+00:00,#HealthWatch,,miss_aasma10950,https://pbs.twimg.com/media/GoFZPgOXcAAH4Xd?format=jpg&name=small,https://pbs.twimg.com/profile_images/1794616599451930624/qMJfMZZC_bigger.jpg,Unknown,Gajiyabad,2025-04-09
Samsung,Samsung,0.0,Neutral,,,2025-04-09 11:04:33+00:00,,,sassy_sardines,Not Available,https://pbs.twimg.com/profile_images/1896826381931053056/BpNCRT6n_bigger.jpg,Unknown,Queen Street,2025-04-09
Samsung,No its not .. We unlocked one Samsung when my cousin passed away in accident,-0.6486,Negative,,,2025-04-09 11:04:31+00:00,,,Nadia99K,Not Available,https://pbs.twimg.com/profile_images/1798015600213598208/jX3zGjog_bigger.jpg,Unknown,Islamabad,2025-04-09
Samsung,"#wts #zonabu #zonauang mampir dong siapa tau minat, samsung z flip 4 resmi indo yahh",0.0,Neutral,,,2025-04-09 11:04:24+00:00,"#wts, #zonabu, #zonauang",,cimoregal,https://pbs.twimg.com/media/GoBZ7lObwAA--WT?format=jpg&name=small,https://pbs.twimg.com/profile_images/1639979256024555520/yenO_D5q_bigger.jpg,Unknown,Unknown,2025-04-09
Samsung,"Nawa for una 
Samsung is the best",0.6369,Positive,1,,2025-04-09 11:04:07+00:00,,,phyzeeblinkz,Not Available,https://pbs.twimg.com/profile_images/1904264796217790464/rr6xGxcj_bigger.jpg,Unknown,Earth,2025-04-09
Samsung,I’m all about that Samsung life.,0.0,Neutral,,,2025-04-09 11:04:07+00:00,,,arjmxrell,Not Available,https://pbs.twimg.com/profile_images/1816195389713780736/bfyoEB3Y_bigger.jpg,Unknown,𝕏,2025-04-09
Samsung,VBSHJU,0.0,Neutral,,,2025-04-09 11:04:06+00:00,,,KnightofSamsung,Not Available,https://pbs.twimg.com/profile_images/1819806562048745472/72YBFlDW_bigger.jpg,Unknown,Science & Technology,2025-04-09
Samsung,خاص حبيبي,0.0,Neutral,,,2025-04-09 11:04:04+00:00,,,Samsung78714830,Not Available,https://pbs.twimg.com/profile_images/1583099828334100482/BDsaOnG3_bigger.png,Unknown,المملكة الأردنية الهاشمية,2025-04-09
Samsung,"Open Rent S24U & S25U

WTR S24U & S25U | Sewa Samsung S24 Ultra & S25 Ultra u/ Konser, Fansign, Fancon, Fanmeeting


TAEYEON
DAY6
JHOPE D2
BAEMON",0.0,Neutral,,,2025-04-09 11:04:02+00:00,,,deokjilmart,https://pbs.twimg.com/media/GoFq5G0bwAAXpCR?format=jpg&name=small,https://pbs.twimg.com/profile_images/1555886512767508480/gdRU1wnX_bigger.jpg,Unknown,Unknown,2025-04-09
Samsung," Samsung Galaxy Buds FE: ANC & Great Sound

 Deal Price: ₹4499/-
 MRP: ₹12999/-

https://amazon.in/dp/B0CJJS4BPJ?tag=kingz0b4-21…

#SamsungGalaxyBudsFE #WirelessEarbuds #ANC #GalaxyBuds #India",0.6249,Positive,,,2025-04-09 11:04:00+00:00,"#SamsungGalaxyBudsFE, #WirelessEarbuds, #ANC, #GalaxyBuds, #India",,DealsinIND,Not Available,https://pbs.twimg.com/profile_images/1853288994844655616/04ewe1St_bigger.jpg,Unknown,Business Services,2025-04-09
Samsung,SAMSUNG Galaxy Z Fold6 S Pen Case 純正 ケース Sペン搭載 スリム Sペン ケース Sl... https://amazon.co.jp/dp/B0D9NMK5M5?tag=papalog11-22&linkCode=osi&th=1&psc=1… #Amazon,0.0,Neutral,,,2025-04-09 11:03:56+00:00,#Amazon,,Papalog11,Not Available,https://pbs.twimg.com/profile_images/1408054167067791372/iKGQr-7Y_bigger.jpg,Unknown,Blogger,2025-04-09
Samsung,Hiori stans this is a joke I swear pls forgive me,0.5267,Positive,,,2025-04-09 11:03:49+00:00,,,NormalSamsung,https://pbs.twimg.com/media/Gn7e0YvXgAAUogZ?format=jpg&name=small,https://pbs.twimg.com/profile_images/1902249300752584704/pYTDN8XG_bigger.jpg,Unknown,ur mama,2025-04-09
Samsung,Jadi aslinya Samsung marah juga sama TKDN ini? Wkwkwkwk,0.0,Neutral,,,2025-04-09 11:03:49+00:00,,,arja_raihan,Not Available,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,Unknown,Unknown,2025-04-09
Samsung,"【Yモバイル】Galaxy A25 5G【特価】

■Samsung新型エントリーモデル取扱い開始
・一括：1円～ 
・新規/他社から乗り換え
・送料無料、最短でお届け

※PayPayポイント還元実施中
※契約内容は公式サイトで確認しよう
【4/9PR広告】新品、白ROM、新規、MNP",0.0,Neutral,,,2025-04-09 11:03:00+00:00,,,nexusmobile_net,Not Available,https://pbs.twimg.com/profile_images/1107615067225227264/Jm67a8od_bigger.png,Unknown,Tokyo Japan,2025-04-09
Samsung,"Hey there. Not to worry, you'll receive a notification when the update is available! ^KI",0.4015,Positive,,,2025-04-09 11:02:57+00:00,,,SamsungUK,Not Available,https://pbs.twimg.com/profile_images/1684884631727009792/KGUnpTXA_bigger.jpg,Unknown,Science & Technology,2025-04-09
Samsung,Samsung,0.0,Neutral,,,2025-04-09 11:02:56+00:00,,,Jabz_CFC,Not Available,https://pbs.twimg.com/profile_images/1702728743045795840/uJkyrZns_bigger.jpg,Unknown,Unknown,2025-04-09
Samsung,"Otomatis. Lalu ke service center dan harus ganti LCD satu setengah juta. Lalu aku akhirnya ganti Samsung a73 masih 1 tahun setengah eh kena mesin. Padahal penggunaan bagus banget. Akhirnya kapok deh pakai Samsung, meskipun kadang masih tergoda ",0.0,Neutral,,,2025-04-09 11:02:52+00:00,,,m4c4r1u5,Not Available,https://pbs.twimg.com/profile_images/1639204493266132992/SikoSSqe_bigger.jpg,Unknown,Unknown,2025-04-09
Samsung,Samsung,0.0,Neutral,,,2025-04-09 11:02:52+00:00,,,Van_kobi841,Not Available,https://pbs.twimg.com/profile_images/1904795700707139584/UP46PrM8_bigger.jpg,Unknown,Unknown,2025-04-09
Samsung,"Samsung 1.5 Ton Invertor Split Air Condition
For Sale: Second-Hand S ..For more info visit...http://scoolcare.com/latest-update/samsung-1-5-ton-invertor-split-air-condition-for-s/446?utm_source=twitter…",0.0,Neutral,,,2025-04-09 11:02:50+00:00,,,S_CoolCare,Not Available,https://pbs.twimg.com/profile_images/1886649219580354563/MqClyhtJ_bigger.jpg,Unknown,Jogeshwari West,2025-04-09
Samsung,"Cara aktifkan fitur Best Face di Samsung A56 5G #samsung #galaxyai https://youtube.com/shorts/7d8-OA_r1VE?si=ncDp5jXomQqK_qfg… lewat 
@YouTube
 #bestface #samsunga56 #GalaxyA56 #ai 
@samsungID",0.6369,Positive,,,2025-04-09 11:02:45+00:00,"#samsung, #galaxyai, #bestface, #samsunga56, #GalaxyA56, #ai","@YouTube, @samsungID",Achonk98,Not Available,https://pbs.twimg.com/profile_images/1063480759745269761/1kYCVG_s_bigger.jpg,Unknown,Media & News Company,2025-04-09
Samsung,??,0.0,Neutral,,,2025-04-09 11:02:41+00:00,,,Samsung_sums,Not Available,https://pbs.twimg.com/profile_images/1907039256801091584/ZxuYzRX0_bigger.jpg,Unknown,Unknown,2025-04-09
Samsung,No es un error: Amazon liquida al 50 % el televisor más premium de Samsung con panel Neo QLED 8K de 85 pulgadas ,-0.4939,Negative,,,2025-04-09 11:02:40+00:00,,,TopesdeGamaWeb,Not Available,https://pbs.twimg.com/profile_images/1499666980047097857/tQxJ7eG4_bigger.jpg,Unknown,Unknown,2025-04-09
Samsung,Samsung walo ne esi technology ko copy karke flip phone banaye hai ,0.0,Neutral,,,2025-04-09 11:02:39+00:00,,,shyamsundar_17,Not Available,https://pbs.twimg.com/profile_images/1898119834551955456/5bWR8xtq_bigger.jpg,Unknown,Unknown,2025-04-09
Samsung,"tp semenjak gua coba sendiri ni samsung terutama pas udh masuk One UI 6 semuanya langsung berubah, boleh lah setting AOD harus install goodlock dulu,ribet dikit gapapa, tp stabil dann enaknya ituu bener2 gabisa didapetin dr UI lain, apalagi keamanannya,knox vault susah utk diskip",0.0,Neutral,,,2025-04-09 11:02:37+00:00,,,mtaufikh98_,Not Available,https://pbs.twimg.com/profile_images/1503088809147535360/QqhRECfx_bigger.jpg,Unknown,"Kuningan, West Java, Indonesia",2025-04-09
Samsung,Samsung,0.0,Neutral,,,2025-04-09 11:02:36+00:00,,,ItzOvie,Not Available,https://pbs.twimg.com/profile_images/1804807038519611392/AWqo96lY_bigger.jpg,Unknown,Writer,2025-04-09
Samsung,"Alhamdulillah aku pakai samsung A21s selama 5 tahun aman2 aja, Nder. Cuman sekarang udh ganti ke A35s soalnya hp yg lama abis dicuri ",0.0,Neutral,,,2025-04-09 11:02:30+00:00,,,Kohi_biita,Not Available,https://pbs.twimg.com/profile_images/1905389739345367040/pX8AT_wy_bigger.jpg,Unknown,Unknown,2025-04-09
Samsung,When phones were innovative. Not just a battle about who’s got the biggest screen or longest zoom. Apple and Samsung have made the market shit. Huawei shits on them both for innovation and creation,0.2695,Positive,,,2025-04-09 11:02:25+00:00,,,XXIIIXMCMXCIV,Not Available,https://pbs.twimg.com/profile_images/1534273954227027972/TPCCS70A_bigger.jpg,Unknown,"London, England",2025-04-09
Samsung,"Evm fraud है तो हिमाचल की सरकार कैसे बनी लोकसभा में 40 से 99 कैसे हुए 

चमचे नहीं है हम लोग",-0.5859,Negative,,,2025-04-09 11:02:24+00:00,,,F54Samsung81043,Not Available,https://pbs.twimg.com/profile_images/1772260377956409344/JNPiyHiD_bigger.png,Unknown,अखंड भारत,2025-04-09
Samsung,Agreed and most the tech in an Apple was developed by Samsung,0.2732,Positive,,,2025-04-09 11:02:21+00:00,,,delarock77again,Not Available,https://pbs.twimg.com/profile_images/1894241045203812352/ysokVVG__bigger.jpg,Unknown,"Nebraska, USA",2025-04-09
Samsung,"tahan banting ka, hpku samsung a03s udh dr 2021 atau 2022 lupa sering jatoh layar pecah batre levelnya udh 15% masi awet seharian 1x charge",0.0,Neutral,,,2025-04-09 11:02:20+00:00,,,ywnznniez,Not Available,https://pbs.twimg.com/profile_images/1783753350988935168/wAD4Q0GZ_bigger.jpg,Unknown,Unknown,2025-04-09
Samsung,"Your ultimate fitness partner

Galaxy Watch7 has everything you need to keep moving toward your health goals. Download the Galaxy Wearable and Samsung Health apps on Google Play, and unlock your true potential.

Head over to the 'Learn' …",0.743,Positive,,,2025-04-09 11:02:16+00:00,,,GawynSamsung,Not Available,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,Unknown,Unknown,2025-04-09
Samsung,Samsung,0.0,Neutral,,,2025-04-09 11:01:58+00:00,,,Tdm3TheRealOne,https://pbs.twimg.com/media/GoFqbq0WQAAU0q-?format=jpg&name=small,https://pbs.twimg.com/profile_images/1770529692459630592/W1cXScQp_bigger.jpg,Unknown,Artist,2025-04-09
Samsung,"Samsung kuat banget asli. Aku pakai ss sejak sepuluh tahun lalu. Pas tahun baru kemaren lagi kesel kubanting kenceng banget, layar udah pisah sama body-nya masih tetap nyala. Bantingan kedua baru remuk matot.",0.0,Neutral,,,2025-04-09 11:01:47+00:00,,,Rizsyah14,Not Available,https://pbs.twimg.com/profile_images/1903733447103070208/I6hv4eG3_bigger.jpg,Unknown,Padang Lawas Utara,2025-04-09
Samsung,Samsung,0.0,Neutral,,,2025-04-09 11:01:39+00:00,,,omegaspy23,Not Available,https://pbs.twimg.com/profile_images/1900872925340631040/KdenoLOW_bigger.jpg,Unknown,underground,2025-04-09
Samsung,Makasiwww,0.0,Neutral,,,2025-04-09 11:01:29+00:00,,,MASWONFEEL,Not Available,https://pbs.twimg.com/profile_images/1591734193574137856/xX8CnlUN_bigger.jpg,Unknown,Shopping & Retail,2025-04-09
Samsung,"The $400 Moto G Stylus 2025 is here—with a super-bright 120Hz pOLED screen, AI-powered stylus, and 68W charging. But with only 2 years of OS support, can it compete with Pixel or Samsung?

 http://unbiasedtimes.com
#MotoGStylus #Motorola #AndroidNews #Smartphones",0.5499,Positive,,,2025-04-09 11:01:14+00:00,"#MotoGStylus, #Motorola, #AndroidNews, #Smartphones",,unbiased_times_,https://pbs.twimg.com/media/GoFqQk3XYAA9zhv?format=jpg&name=small,https://pbs.twimg.com/profile_images/1904317885956206592/7ScP4Hlx_bigger.jpg,Unknown,Unknown,2025-04-09
Samsung,"Samsung Galaxy Ring: A Stylish Wearable for Health Enthusiasts

https://health-and-wellness-news.online/samsung-galaxy-ring-a-stylish-wearable-for-health-enthusiasts/…",0.34,Positive,,,2025-04-09 11:01:09+00:00,,,H34lthNWellness,https://pbs.twimg.com/media/GoFqPzRXUAAkhRI?format=jpg&name=small,https://pbs.twimg.com/profile_images/1807711867839614976/gLfuSuZ7_bigger.jpg,Unknown,Unknown,2025-04-09
